Order Date,Sales
2015-06-24,5.272
2015-06-25,793.76
2015-06-26,1.0
2015-06-27,617.14
2015-06-28,1646.791
2015-06-29,47.68
2015-06-30,740.6239999999999
2015-07-01,602.024
2015-07-02,80.56
2015-07-03,1.0
2015-07-04,248.40800000000002
2015-07-05,1445.104
2015-07-06,1039.472
2015-07-07,242.19400000000002
2015-07-08,764.0740000000001
2015-07-09,266.521
2015-07-10,1.0
2015-07-11,2023.356
2015-07-12,1961.012
2015-07-13,352.216
2015-07-14,293.594
2015-07-15,10.51
2015-07-16,1.0
2015-07-17,1.0
2015-07-18,274.04
2015-07-19,462.326
2015-07-20,2286.786
2015-07-21,1962.482
2015-07-22,1349.344
2015-07-23,2614.184
2015-07-24,1.0
2015-07-25,8342.289999999999
2015-07-26,5040.994
2015-07-27,581.06
2015-07-28,194.152
2015-07-29,1.0
2015-07-30,1368.84
2015-07-31,1.0
2015-08-01,229.328
2015-08-02,887.2800000000001
2015-08-03,478.994
2015-08-04,2744.154
2015-08-05,2409.724
2015-08-06,263.89
2015-08-07,1.0
2015-08-08,3956.6290000000004
2015-08-09,3606.6850000000004
2015-08-10,1.0
2015-08-11,452.62
2015-08-12,1546.73
2015-08-13,1.0
2015-08-14,1.0
2015-08-15,338.5
2015-08-16,854.092
2015-08-17,501.34200000000004
2015-08-18,1.0
2015-08-19,1440.106
2015-08-20,1839.7220000000002
2015-08-21,1.0
2015-08-22,24.104
2015-08-23,566.2239999999999
2015-08-24,60.74
2015-08-25,1452.6499999999999
2015-08-26,367.81
2015-08-27,2071.13
2015-08-28,1.0
2015-08-29,833.3225
2015-08-30,122.24
2015-08-31,93.52
2015-09-01,470.43600000000004
2015-09-02,3255.15
2015-09-03,23.08
2015-09-04,1.0
2015-09-05,297.304
2015-09-06,101.36
2015-09-07,3524.875
2015-09-08,14229.428
2015-09-09,4044.5879999999997
2015-09-10,1856.228
2015-09-11,128.95
2015-09-12,4905.66
2015-09-13,1276.408
2015-09-14,5024.716
2015-09-15,134.436
2015-09-16,34.552
2015-09-17,821.523
2015-09-18,1.0
2015-09-19,9339.637
2015-09-20,5336.968
2015-09-21,2680.652
2015-09-22,1241.266
2015-09-23,10663.337000000001
2015-09-24,212.96
2015-09-25,355.8888
2015-09-26,1327.79
2015-09-27,774.4399999999999
2015-09-28,491.29200000000003
2015-09-29,8110.070000000001
2015-09-30,988.532
2015-10-01,5.71
2015-10-02,599.144
2015-10-03,863.683
2015-10-04,729.7479999999999
2015-10-05,192.9
2015-10-06,495.71
2015-10-07,238.35999999999999
2015-10-08,148.392
2015-10-09,250.36
2015-10-10,2050.386
2015-10-11,1382.164
2015-10-12,59.53
2015-10-13,2213.182
2015-10-14,4526.484
2015-10-15,207.72400000000002
2015-10-16,195.322
2015-10-17,137.068
2015-10-18,3135.916
2015-10-19,642.104
2015-10-20,1502.104
2015-10-21,1357.602
2015-10-22,224.808
2015-10-23,1.0
2015-10-24,57.489999999999995
2015-10-25,104.882
2015-10-26,448.88
2015-10-27,23.32
2015-10-28,1511.582
2015-10-29,2814.8120000000004
2015-10-30,1.0
2015-10-31,5363.026
2015-11-01,4638.816000000001
2015-11-02,2127.37
2015-11-03,2785.163
2015-11-04,6694.748
2015-11-05,1695.564
2015-11-06,1.0
2015-11-07,1303.454
2015-11-08,334.576
2015-11-09,1575.094
2015-11-10,2003.556
2015-11-11,7837.978
2015-11-12,902.6492
2015-11-13,1.0
2015-11-14,1035.73
2015-11-15,1781.8220000000001
2015-11-16,1356.9285
2015-11-17,11545.274
2015-11-18,3407.855
2015-11-19,7227.086
2015-11-20,908.5600000000001
2015-11-21,1250.622
2015-11-22,1104.298
2015-11-23,1364.28
2015-11-24,5573.8640000000005
2015-11-25,4416.695
2015-11-26,1706.99
2015-11-27,204.66
2015-11-28,2281.83
2015-11-29,650.0439999999999
2015-11-30,220.154
2015-12-01,5625.39
2015-12-02,1772.808
2015-12-03,506.88
2015-12-04,130.98
2015-12-05,2964.642
2015-12-06,1971.9779999999998
2015-12-07,549.4
2015-12-08,1096.12
2015-12-09,1523.6520000000003
2015-12-10,574.3359999999999
2015-12-11,1.0
2015-12-12,4939.4045
2015-12-13,294.152
2015-12-14,7642.658
2015-12-15,1265.466
2015-12-16,4066.5950000000003
2015-12-17,46.534
2015-12-18,1.0
2015-12-19,3437.7599999999998
2015-12-20,6963.4400000000005
2015-12-21,1934.44
2015-12-22,799.968
2015-12-23,943.1080000000001
2015-12-24,1951.202
2015-12-25,1.0
2015-12-26,2042.414
2015-12-27,2967.388
2015-12-28,2683.326
2015-12-29,2073.096
2015-12-30,2173.651
2015-12-31,5254.27
2016-01-01,1.0
2016-01-02,1933.096
2016-01-03,1769.2216
2016-01-04,265.46
2016-01-05,296.272
2016-01-06,32.538
2016-01-07,1.0
2016-01-08,1.0
2016-01-09,365.07
2016-01-10,1019.104
2016-01-11,1.0
2016-01-12,748.496
2016-01-13,623.278
2016-01-14,1.0
2016-01-15,1.0
2016-01-16,1.0
2016-01-17,351.384
2016-01-18,1.0
2016-01-19,302.742
2016-01-20,1.0
2016-01-21,1.0
2016-01-22,1.0
2016-01-23,44.66
2016-01-24,14.12
2016-01-25,1.0
2016-01-26,183.72
2016-01-27,3574.252
2016-01-28,4298.644
2016-01-29,1.0
2016-01-30,2162.6400000000003
2016-01-31,100.26
2016-02-01,1.0
2016-02-02,1.0
2016-02-03,493.836
2016-02-04,1.0
2016-02-05,1.0
2016-02-06,2433.544
2016-02-07,325.10999999999996
2016-02-08,130.09199999999998
2016-02-09,786.552
2016-02-10,78.24
2016-02-11,1.0
2016-02-12,1.0
2016-02-13,1.0
2016-02-14,1080.962
2016-02-15,1603.38
2016-02-16,161.43
2016-02-17,1.0
2016-02-18,106.844
2016-02-19,1.0
2016-02-20,317.78000000000003
2016-02-21,2592.1
2016-02-22,80.36
2016-02-23,38.775999999999996
2016-02-24,1.0
2016-02-25,26.869999999999997
2016-02-26,1.0
2016-02-27,1160.271
2016-02-28,552.264
2016-02-29,1.0
2016-03-01,1643.1744
2016-03-02,900.5699999999999
2016-03-03,1.0
2016-03-04,1.0
2016-03-05,1970.267
2016-03-06,1556.244
2016-03-07,808.54
2016-03-08,2564.296
2016-03-09,479.008
2016-03-10,91.93199999999999
2016-03-11,1.0
2016-03-12,52.016000000000005
2016-03-13,1385.856
2016-03-14,708.9000000000001
2016-03-15,17.776
2016-03-16,7231.21
2016-03-17,49.84
2016-03-18,1.0
2016-03-19,5204.889999999999
2016-03-20,103.52000000000001
2016-03-21,1271.3790000000001
2016-03-22,2482.424
2016-03-23,634.302
2016-03-24,413.95
2016-03-25,1.0
2016-03-26,132.16
2016-03-27,84.7
2016-03-28,244.34400000000002
2016-03-29,1560.0800000000002
2016-03-30,572.224
2016-03-31,201.716
2016-04-01,1.0
2016-04-02,300.22
2016-04-03,1.0
2016-04-04,1485.598
2016-04-05,2975.058
2016-04-06,141.004
2016-04-07,908.4359999999999
2016-04-08,1.0
2016-04-09,758.992
2016-04-10,170.54199999999997
2016-04-11,1329.346
2016-04-12,1.0
2016-04-13,3193.6780000000003
2016-04-14,36.208
2016-04-15,1.0
2016-04-16,4162.972
2016-04-17,2746.106
2016-04-18,2007.96
2016-04-19,330.96
2016-04-20,1195.726
2016-04-21,894.0899999999999
2016-04-22,153.916
2016-04-23,1.0
2016-04-24,26.99
2016-04-25,921.9459999999999
2016-04-26,2091.1055
2016-04-27,2720.59
2016-04-28,4045.3619999999996
2016-04-29,8.968
2016-04-30,1572.695
2016-05-01,451.94
2016-05-02,168.232
2016-05-03,2199.7599999999998
2016-05-04,1122.362
2016-05-05,1.0
2016-05-06,1.0
2016-05-07,306.622
2016-05-08,3982.968
2016-05-09,49.81
2016-05-10,155.442
2016-05-11,192.968
2016-05-12,1061.3500000000001
2016-05-13,239.384
2016-05-14,3142.1994999999997
2016-05-15,70.908
2016-05-16,256.96799999999996
2016-05-17,48.368
2016-05-18,11.86
2016-05-19,1.0
2016-05-20,170.54399999999998
2016-05-21,73.332
2016-05-22,3863.0980000000004
2016-05-23,1305.9560000000001
2016-05-24,611.3069999999999
2016-05-25,1740.4180000000001
2016-05-26,983.5640000000001
2016-05-27,1.0
2016-05-28,795.146
2016-05-29,1120.786
2016-05-30,682.1
2016-05-31,5179.138
2016-06-01,835.1980000000001
2016-06-02,1.0
2016-06-03,1.0
2016-06-04,1193.31
2016-06-05,1534.1979999999999
2016-06-06,1.0
2016-06-07,60.768
2016-06-08,146.504
2016-06-09,798.116
2016-06-10,1.0
2016-06-11,3374.564
2016-06-12,175.476
2016-06-13,1129.8980000000001
2016-06-14,52.072
2016-06-15,735.144
2016-06-16,3444.9040000000005
2016-06-17,1.0
2016-06-18,1884.087
2016-06-19,447.346
2016-06-20,830.544
2016-06-21,108.976
2016-06-22,2019.953
2016-06-23,837.958
2016-06-24,1.0
2016-06-25,858.0799999999999
2016-06-26,1593.1960000000001
2016-06-27,1.0
2016-06-28,1127.156
2016-06-29,433.92600000000004
2016-06-30,1.0
2016-07-01,1.0
2016-07-02,1632.902
2016-07-03,824.982
2016-07-04,1139.288
2016-07-05,122.64599999999999
2016-07-06,1380.812
2016-07-07,1.0
2016-07-08,22.12
2016-07-09,1588.114
2016-07-10,44.286
2016-07-11,1942.952
2016-07-12,2053.567
2016-07-13,2034.256
2016-07-14,861.9159999999999
2016-07-15,1.0
2016-07-16,3030.386
2016-07-17,449.082
2016-07-18,526.72
2016-07-19,3.025
2016-07-20,2694.168
2016-07-21,1.0
2016-07-22,1.0
2016-07-23,209.272
2016-07-24,526.95
2016-07-25,2396.024
2016-07-26,959.857
2016-07-27,30.97
2016-07-28,1.0
2016-07-29,1.0
2016-07-30,444.802
2016-07-31,3713.1620000000003
2016-08-01,1012.696
2016-08-02,1291.4779999999998
2016-08-03,1.0
2016-08-04,1.0
2016-08-05,73.65
2016-08-06,495.86920000000003
2016-08-07,969.206
2016-08-08,761.1120000000001
2016-08-09,4879.392
2016-08-10,852.4739999999999
2016-08-11,197.112
2016-08-12,1.0
2016-08-13,587.896
2016-08-14,1.0
2016-08-15,498.59000000000003
2016-08-16,3379.932
2016-08-17,382.64
2016-08-18,1.0
2016-08-19,1.0
2016-08-20,1.0
2016-08-21,2828.52
2016-08-22,67.632
2016-08-23,1203.278
2016-08-24,7195.775
2016-08-25,179.52599999999998
2016-08-26,1.0
2016-08-27,640.974
2016-08-28,6492.293000000001
2016-08-29,247.5
2016-08-30,1.0
2016-08-31,2602.797
2016-09-01,2368.564
2016-09-02,1.0
2016-09-03,1875.8980000000001
2016-09-04,1072.284
2016-09-05,935.103
2016-09-06,920.674
2016-09-07,2923.667
2016-09-08,90.64
2016-09-09,1.0
2016-09-10,1416.7259999999999
2016-09-11,1963.1299999999999
2016-09-12,708.8240000000001
2016-09-13,2110.42
2016-09-14,3263.42
2016-09-15,2536.85
2016-09-16,32.120000000000005
2016-09-17,11526.006
2016-09-18,3925.32
2016-09-19,501.38
2016-09-20,1837.052
2016-09-21,6983.058
2016-09-22,1784.504
2016-09-23,1.0
2016-09-24,4181.614
2016-09-25,3034.757
2016-09-26,3723.273
2016-09-27,2383.958
2016-09-28,1059.364
2016-09-29,1.0
2016-09-30,1.0
2016-10-01,1159.414
2016-10-02,1270.2659999999998
2016-10-03,276.218
2016-10-04,506.58
2016-10-05,852.092
2016-10-06,1.0
2016-10-07,1.0
2016-10-08,223.12
2016-10-09,2134.535
2016-10-10,1856.008
2016-10-11,1012.8955
2016-10-12,2391.758
2016-10-13,372.65999999999997
2016-10-14,1.0
2016-10-15,3220.5539999999996
2016-10-16,825.97
2016-10-17,78.88
2016-10-18,379.494
2016-10-19,2136.09
2016-10-20,721.086
2016-10-21,1.0
2016-10-22,16.128
2016-10-23,2263.296
2016-10-24,832.145
2016-10-25,1426.412
2016-10-26,1396.333
2016-10-27,1.0
2016-10-28,105.51
2016-10-29,245.24
2016-10-30,2123.044
2016-10-31,3212.009
2016-11-01,3107.106
2016-11-02,5529.551
2016-11-03,2801.846
2016-11-04,1.0
2016-11-05,835.874
2016-11-06,12.481
2016-11-07,3074.0730000000003
2016-11-08,12197.997
2016-11-09,4621.292
2016-11-10,3537.904
2016-11-11,543.178
2016-11-12,1128.992
2016-11-13,2868.9132
2016-11-14,2513.71
2016-11-15,703.17
2016-11-16,4073.334
2016-11-17,3886.986
2016-11-18,1.0
2016-11-19,1041.784
2016-11-20,2862.15
2016-11-21,3614.5748
2016-11-22,615.499
2016-11-23,3451.188
2016-11-24,1219.7640000000001
2016-11-25,14.12
2016-11-26,1485.0819999999999
2016-11-27,3110.7835
2016-11-28,1865.482
2016-11-29,2761.168
2016-11-30,1799.397
2016-12-01,7131.594
2016-12-02,1.0
2016-12-03,1973.645
2016-12-04,5186.814
2016-12-05,898.322
2016-12-06,6062.502
2016-12-07,1339.298
2016-12-08,2673.728
2016-12-09,35.02
2016-12-10,3081.38
2016-12-11,1591.894
2016-12-12,1449.854
2016-12-13,1024.386
2016-12-14,489.744
2016-12-15,5495.796
2016-12-16,5.98
2016-12-17,1919.492
2016-12-18,936.288
2016-12-19,6121.656
2016-12-20,1108.464
2016-12-21,3258.76
2016-12-22,474.313
2016-12-23,195.32
2016-12-24,7485.566
2016-12-25,4205.968
2016-12-26,562.486
2016-12-27,5149.4472
2016-12-28,80.2
2016-12-29,1.0
2016-12-30,3252.34
2016-12-31,1382.344
2017-01-01,1.0
2017-01-02,406.91999999999996
2017-01-03,2096.83
2017-01-04,1070.22
2017-01-05,256.904
2017-01-06,1.0
2017-01-07,84.576
2017-01-08,1860.1580000000001
2017-01-09,744.046
2017-01-10,175.75
2017-01-11,150.444
2017-01-12,1.0
2017-01-13,1.0
2017-01-14,406.344
2017-01-15,702.923
2017-01-16,103.21799999999999
2017-01-17,1041.55
2017-01-18,1.0
2017-01-19,1.0
2017-01-20,1.0
2017-01-21,1168.056
2017-01-22,918.6300000000001
2017-01-23,1733.3
2017-01-24,32.36
2017-01-25,859.712
2017-01-26,1.0
2017-01-27,1.0
2017-01-28,40.68
2017-01-29,1.0
2017-01-30,3108.3160000000003
2017-01-31,1602.554
2017-02-01,162.97
2017-02-02,8997.784
2017-02-03,867.4
2017-02-04,198.868
2017-02-05,2995.476
2017-02-06,133.224
2017-02-07,763.142
2017-02-08,1370.476
2017-02-09,122.83
2017-02-10,1.0
2017-02-11,70.93
2017-02-12,1367.04
2017-02-13,147.82
2017-02-14,838.921
2017-02-15,408.072
2017-02-16,1136.638
2017-02-17,1.0
2017-02-18,1.0
2017-02-19,393.65999999999997
2017-02-20,17.496
2017-02-21,1525.126
2017-02-22,984.17
2017-02-23,58.576
2017-02-24,1.0
2017-02-25,47.72
2017-02-26,1.0
2017-02-27,244.892
2017-02-28,148.584
2017-03-01,6286.8060000000005
2017-03-02,1.0
2017-03-03,7265.4220000000005
2017-03-04,316.45
2017-03-05,163.344
2017-03-06,812.303
2017-03-07,22.072
2017-03-08,2191.81
2017-03-09,636.6
2017-03-10,7880.7339999999995
2017-03-11,897.0219999999999
2017-03-12,1695.642
2017-03-13,8867.882
2017-03-14,670.3679999999999
2017-03-15,1806.992
2017-03-16,1.0
2017-03-17,2361.334
2017-03-18,1062.682
2017-03-19,139.68
2017-03-20,929.3109999999999
2017-03-21,646.7059999999999
2017-03-22,227.46800000000002
2017-03-23,1.0
2017-03-24,746.7740000000001
2017-03-25,1347.97
2017-03-26,683.246
2017-03-27,93.7
2017-03-28,126.3
2017-03-29,2660.339
2017-03-30,12.34
2017-03-31,641.762
2017-04-01,2162.48
2017-04-02,1455.9
2017-04-03,442.198
2017-04-04,971.1940000000001
2017-04-05,1047.3339999999998
2017-04-06,1295.75
2017-04-07,1901.3020000000001
2017-04-08,2907.404
2017-04-09,1116.197
2017-04-10,951.5939999999999
2017-04-11,1.0
2017-04-12,1543.53
2017-04-13,7.12
2017-04-14,1467.572
2017-04-15,2202.856
2017-04-16,9336.086000000001
2017-04-17,422.08500000000004
2017-04-18,2515.538
2017-04-19,1415.1319999999998
2017-04-20,1.0
2017-04-21,272.616
2017-04-22,1766.4650000000001
2017-04-23,721.368
2017-04-24,1608.1000000000001
2017-04-25,109.42
2017-04-26,435.646
2017-04-27,1.0
2017-04-28,487.672
2017-04-29,1.0
2017-04-30,143.208
2017-05-01,518.866
2017-05-02,768.316
2017-05-03,1100.013
2017-05-04,1.0
2017-05-05,2702.28
2017-05-06,237.96
2017-05-07,4836.976
2017-05-08,1341.2440000000001
2017-05-09,1284.512
2017-05-10,764.0200000000001
2017-05-11,6.98
2017-05-12,919.878
2017-05-13,1.0
2017-05-14,456.93
2017-05-15,649.9119999999999
2017-05-16,881.4599999999998
2017-05-17,347.922
2017-05-18,123.22
2017-05-19,1583.008
2017-05-20,2472.913
2017-05-21,2719.214
2017-05-22,1800.2
2017-05-23,10561.978000000001
2017-05-24,278.756
2017-05-25,1312.97
2017-05-26,1976.356
2017-05-27,5306.078
2017-05-28,2138.324
2017-05-29,1064.185
2017-05-30,8091.578
2017-05-31,439.85900000000004
2017-06-01,1.0
2017-06-02,158.844
2017-06-03,1.0
2017-06-04,2317.523
2017-06-05,660.82
2017-06-06,5478.352
2017-06-07,52.562
2017-06-08,1.0
2017-06-09,1689.472
2017-06-10,1413.396
2017-06-11,1624.4160000000002
2017-06-12,2963.563
2017-06-13,431.43800000000005
2017-06-14,3458.099
2017-06-15,174.488
2017-06-16,148.275
2017-06-17,3001.92
2017-06-18,542.938
2017-06-19,18.12
2017-06-20,1230.548
2017-06-21,578.108
2017-06-22,1.0
2017-06-23,2476.094
2017-06-24,5311.952
2017-06-25,894.266
2017-06-26,1920.6
2017-06-27,779.7060000000001
2017-06-28,878.1560000000001
2017-06-29,192.88
2017-06-30,1353.9499999999998
2017-07-01,1725.376
2017-07-02,773.786
2017-07-03,848.7
2017-07-04,1652.301
2017-07-05,1.0
2017-07-06,1.0
2017-07-07,3883.231
2017-07-08,2617.512
2017-07-09,574.286
2017-07-10,896.895
2017-07-11,1.0
2017-07-12,96.76
2017-07-13,1.0
2017-07-14,2150.96
2017-07-15,381.2
2017-07-16,911.17
2017-07-17,2185.88
2017-07-18,2892.858
2017-07-19,1537.454
2017-07-20,90.95
2017-07-21,992.0949999999999
2017-07-22,1369.048
2017-07-23,655.587
2017-07-24,327.964
2017-07-25,4980.308
2017-07-26,1.0
2017-07-27,1.0
2017-07-28,2034.374
2017-07-29,820.154
2017-07-30,1771.776
2017-07-31,2175.158
2017-08-01,1125.6480000000001
2017-08-02,483.584
2017-08-03,249.82
2017-08-04,498.91
2017-08-05,198.05
2017-08-06,321.38800000000003
2017-08-07,180.97
2017-08-08,1116.204
2017-08-09,662.3539999999999
2017-08-10,1.0
2017-08-11,152.82
2017-08-12,3952.9605
2017-08-13,732.524
2017-08-14,924.688
2017-08-15,1681.266
2017-08-16,205.54
2017-08-17,16.712
2017-08-18,497.11400000000003
2017-08-19,449.792
2017-08-20,15.78
2017-08-21,4226.118
2017-08-22,406.35
2017-08-23,4188.348
2017-08-24,1.0
2017-08-25,1.0
2017-08-26,4875.298
2017-08-27,768.9110000000001
2017-08-28,323.0248
2017-08-29,633.188
2017-08-30,1657.87
2017-08-31,24.968
2017-09-01,5767.151999999999
2017-09-02,6793.193
2017-09-03,2366.596
2017-09-04,1708.812
2017-09-05,5227.348
2017-09-06,1314.536
2017-09-07,1.0
2017-09-08,4494.9836000000005
2017-09-09,85.992
2017-09-10,2095.324
2017-09-11,6403.018
2017-09-12,2044.7919999999997
2017-09-13,2375.73
2017-09-14,1138.338
2017-09-15,2102.1820000000002
2017-09-16,426.886
2017-09-17,2044.126
2017-09-18,4752.082
2017-09-19,3840.312
2017-09-20,1233.004
2017-09-21,1.0
2017-09-22,419.062
2017-09-23,1323.145
2017-09-24,2287.05
2017-09-25,2385.003
2017-09-26,2699.1665
2017-09-27,1993.9858
2017-09-28,100.136
2017-09-29,1272.5520000000001
2017-09-30,526.884
2017-10-01,782.414
2017-10-02,18453.972
2017-10-03,1681.696
2017-10-04,5913.782
2017-10-05,1.0
2017-10-06,831.4000000000001
2017-10-07,974.712
2017-10-08,562.5360000000001
2017-10-09,547.9200000000001
2017-10-10,253.36100000000002
2017-10-11,34.064
2017-10-12,1.0
2017-10-13,1651.618
2017-10-14,3336.888
2017-10-15,1621.15
2017-10-16,143.182
2017-10-17,2954.346
2017-10-18,308.92
2017-10-19,1.0
2017-10-20,947.174
2017-10-21,7878.272
2017-10-22,189.28
2017-10-23,468.422
2017-10-24,1366.498
2017-10-25,784.96
2017-10-26,1.0
2017-10-27,979.79
2017-10-28,2900.021
2017-10-29,132.154
2017-10-30,160.002
2017-10-31,3751.4990000000003
2017-11-01,454.37399999999997
2017-11-02,1.0
2017-11-03,3803.796
2017-11-04,3889.8179999999998
2017-11-05,4267.8988
2017-11-06,774.2560000000001
2017-11-07,3811.464
2017-11-08,994.9000000000001
2017-11-09,480.97
2017-11-10,4724.478
2017-11-11,4945.296
2017-11-12,4915.938
2017-11-13,2946.1380000000004
2017-11-14,2775.0620000000004
2017-11-15,2146.718
2017-11-16,37.72
2017-11-17,143.684
2017-11-18,3959.9320000000002
2017-11-19,639.462
2017-11-20,3071.333
2017-11-21,1177.891
2017-11-22,318.044
2017-11-23,101.61599999999999
2017-11-24,6395.5380000000005
2017-11-25,7979.5509999999995
2017-11-26,8330.743
2017-11-27,1306.769
2017-11-28,3429.372
2017-11-29,301.592
2017-11-30,971.142
2017-12-01,7366.455
2017-12-02,4685.616
2017-12-03,5270.816
2017-12-04,945.2860000000001
2017-12-05,5139.934
2017-12-06,2860.974
2017-12-07,1.0
2017-12-08,4710.095
2017-12-09,1856.483
2017-12-10,3454.23
2017-12-11,6103.25
2017-12-12,1875.0449999999998
2017-12-13,1195.088
2017-12-14,829.654
2017-12-15,2638.087
2017-12-16,629.5419999999999
2017-12-17,12186.134
2017-12-18,7052.35
2017-12-19,816.1120000000001
2017-12-20,135.54
2017-12-21,1.0
2017-12-22,1044.1280000000002
2017-12-23,6966.857
2017-12-24,1939.26
2017-12-25,10489.055
2017-12-26,1830.418
2017-12-27,960.4900000000001
2017-12-28,1.0
2017-12-29,1278.68
2017-12-30,774.774
2017-12-31,732.768
2018-01-01,1482.828
2018-01-02,2080.554
2018-01-03,2071.272
2018-01-04,1.0
2018-01-05,1.0
2018-01-06,34.74
2018-01-07,3396.59
2018-01-08,893.98
2018-01-09,275.491
2018-01-10,1.0
2018-01-11,1.0
2018-01-12,849.52
2018-01-13,4620.33
2018-01-14,698.338
2018-01-15,2141.28
2018-01-16,6231.2919999999995
2018-01-17,1.0
2018-01-18,1.0
2018-01-19,2014.7150000000001
2018-01-20,768.838
2018-01-21,2547.643
2018-01-22,4213.372
2018-01-23,451.334
2018-01-24,419.666
2018-01-25,1.0
2018-01-26,3056.2799999999997
2018-01-27,332.914
2018-01-28,1008.52
2018-01-29,159.642
2018-01-30,3750.335
2018-01-31,1.0
2018-02-01,1.0
2018-02-02,914.354
2018-02-03,923.327
2018-02-04,33.67
2018-02-05,2264.0119999999997
2018-02-06,905.354
2018-02-07,1.0
2018-02-08,1.0
2018-02-09,774.764
2018-02-10,228.103
2018-02-11,1242.516
2018-02-12,1.0
2018-02-13,1059.43
2018-02-14,1.0
2018-02-15,1.0
2018-02-16,1338.442
2018-02-17,2965.8174
2018-02-18,288.326
2018-02-19,1315.59
2018-02-20,1151.29
2018-02-21,48.904
2018-02-22,1.0
2018-02-23,118.79999999999998
2018-02-24,1449.676
2018-02-25,431.49199999999996
2018-02-26,2468.51
2018-02-27,1.0
2018-02-28,18.62
2018-03-01,1.0
2018-03-02,1451.126
2018-03-03,2001.104
2018-03-04,229.822
